iso_code;country;year;GDLCODE;level;region;continent;shdi;healthindex;incindex;edindex;lifexp;gnic;esch;msch;pop
COL;Colombia;1998;COLr104;Subnat;Bolivar (Sur and Norte);America;0,652;0,776;0,64;0,557;70,44;6,91121;12,07;6,66;1,237033
COL;Colombia;1998;COLr105;Subnat;Boyaca;America;0,618;0,808;0,639;0,457;72,54;6,893196;10,48;4,97;1,727381
COL;Colombia;1998;COLr106;Subnat;Caldas;America;0,668;0,791;0,698;0,539;71,41;10,188078;12,34;5,88;1,175987
COL;Colombia;1998;COLr107;Subnat;Caqueta;America;0,61;0,795;0,61;0,467;71,65;5,686417;10,47;5,27;0,438195
COL;Colombia;1998;COLr108;Subnat;Cauca;America;0,599;0,8;0,606;0,443;72;5,524324;9,69;5,2;1,506924
COL;Colombia;1998;COLr109;Subnat;Cesar;America;0,627;0,791;0,638;0,488;71,43;6,844471;10,78;5,66;0,977334
COL;Colombia;1998;COLr110;Subnat;Cordoba;America;0,605;0,771;0,591;0,486;70,13;5,003737;11,53;4,97;1,787941
COL;Colombia;1998;COLr111;Subnat;Cundinamarca;America;0,62;0,822;0,662;0,437;73,43;8,00422;10;4,79;1,718526
COL;Colombia;1998;COLr112;Subnat;Choco;America;0,6;0,754;0,584;0,491;69;4,775384;11,66;5,02;0,370836
COL;Colombia;1998;COLr113;Subnat;Huila;America;0,648;0,813;0,675;0,496;72,86;8,74169;10,77;5,9;1,507186
COL;Colombia;1998;COLr114;Subnat;Guajira;America;0,605;0,797;0,568;0,489;71,79;4,286473;11,52;5,07;0,403977
COL;Colombia;1998;COLr115;Subnat;Magdalena;America;0,629;0,78;0,631;0,506;70,72;6,530365;10,89;6,1;1,1668
COL;Colombia;1998;COLr116;Subnat;Meta;America;0,709;0,809;0,733;0,6;72,58;12,827092;12,4;7,68;0,42706
COL;Colombia;1998;COLr117;Subnat;Narino;America;0,569;0,744;0,597;0,414;68,36;5,201423;9,58;4,44;1,082678
COL;Colombia;1998;COLr118;Subnat;Norte de Santander;America;0,65;0,795;0,702;0,493;71,65;10,422546;10,93;5,69;1,278945
COL;Colombia;1998;COLr119;Subnat;Quindio;America;0,682;0,792;0,706;0,568;71,45;10,742625;11,81;7,2;0,462324
COL;Colombia;1998;COLr120;Subnat;Risaralda;America;0,694;0,802;0,731;0,569;72,15;12,596563;11,65;7,36;0,568289
COL;Colombia;1998;COLr121;Subnat;Santander;America;0,641;0,81;0,659;0,493;72,65;7,830441;10,95;5,65;2,207097
COL;Colombia;1998;COLr122;Subnat;Sucre;America;0,619;0,803;0,602;0,491;72,17;5,384531;12,09;4,65;0,730038
COL;Colombia;1998;COLr123;Subnat;Tolima;America;0,607;0,782;0,625;0,457;70,83;6,259511;10,35;5,07;1,455314
COL;Colombia;1998;COLr124;Subnat;Valle (incl Cali);America;0,677;0,808;0,703;0,547;72,5;10,503769;11,43;6,88;3,664043
COL;Colombia;1998;COLr125;Subnat;Arauca;America;0,687;0,826;0,688;0,571;73,69;9,526139;11,8;7,29;0,142936
COL;Colombia;1998;COLr126;Subnat;Casanare;America;0,718;0,858;0,697;0,62;75,77;10,120902;13,03;7,73;0,145069
COL;Colombia;1998;COLr127;Subnat;Putumayo;America;0,697;0,85;0,68;0,586;75,24;9,005415;11,75;7,78;0,116909
COL;Colombia;1998;COLr128;Subnat;San Andres;America;0,728;0,855;0,7;0,644;75,57;10,291651;12,45;8,94;0,078081
COL;Colombia;1998;COLr129;Subnat;Amazonas;America;0,708;0,826;0,669;0,641;73,7;8,363513;12,62;8,71;0,029441
COL;Colombia;1998;COLr130;Subnat;Guainja;America;0,669;0,829;0,611;0,59;73,9;5,716942;12,26;7,48;0,006827
COL;Colombia;1998;COLr131;Subnat;Guaviare;America;0,65;0,831;0,617;0,536;74;5,939226;11,49;6,5;0,031574
COL;Colombia;1998;COLr132;Subnat;Vaupis;America;0,684;0,827;0,608;0,637;73,76;5,608939;13,07;8,21;0,006827
COL;Colombia;1998;COLr133;Subnat;Vichada;America;0,669;0,813;0,634;0,58;72,86;6,657066;12,07;7,33;0,014934
COL;Colombia;1998;COLt;National;Total;America;0,658;0,804;0,674;0,526;72,26;8,682804;11,32;6,34;38,364309
COL;Colombia;1999;COLr101;Subnat;Antioquia (incl Medellin);America;0,669;0,834;0,702;0,511;74,24;10,442726;10,81;6,31;5,005758
COL;Colombia;1999;COLr102;Subnat;Atlantico (incl Barranquilla);America;0,684;0,828;0,667;0,58;73,83;8,263244;12,04;7,38;2,740698
COL;Colombia;1999;COLr103;Subnat;Bogota D.C.;America;0,723;0,83;0,71;0,64;73,96;11,012647;12,73;8,6;5,379711
COL;Colombia;1999;COLr104;Subnat;Bolivar (Sur and Norte);America;0,654;0,786;0,629;0,565;71,1;6,437616;12,21;6,78;1,237408
COL;Colombia;1999;COLr105;Subnat;Boyaca;America;0,616;0,802;0,635;0,459;72,14;6,704469;10,37;5,14;1,731883
COL;Colombia;1999;COLr106;Subnat;Caldas;America;0,671;0,8;0,688;0,55;72,02;9,518251;12,65;5,96;1,190637
COL;Colombia;1999;COLr107;Subnat;Caqueta;America;0,605;0,794;0,597;0,467;71,59;5,219563;10,48;5,29;0,438118
COL;Colombia;1999;COLr108;Subnat;Cauca;America;0,595;0,803;0,591;0,444;72,22;5,009353;9,72;5,21;1,561617
COL;Colombia;1999;COLr109;Subnat;Cesar;America;0,635;0,794;0,633;0,51;71,58;6,58865;11,25;5,91;0,981918
COL;Colombia;1999;COLr110;Subnat;Cordoba;America;0,608;0,777;0,587;0,493;70,49;4,869614;11,59;5,13;1,879892
COL;Colombia;1999;COLr111;Subnat;Cundinamarca;America;0,618;0,819;0,651;0,442;73,26;7,463657;10,06;4,87;1,775819
COL;Colombia;1999;COLr112;Subnat;Choco;America;0,608;0,794;0,574;0,494;71,61;4,460628;11,72;5,04;0,356042
COL;Colombia;1999;COLr113;Subnat;Huila;America;0,648;0,817;0,665;0,5;73,12;8,14097;10,79;6;1,583948
COL;Colombia;1999;COLr114;Subnat;Guajira;America;0,6;0,796;0,555;0,49;71,77;3,931166;11,4;5,2;0,393421
COL;Colombia;1999;COLr115;Subnat;Magdalena;America;0,629;0,774;0,627;0,513;70,34;6,348242;10,93;6,28;1,119249
COL;Colombia;1999;COLr116;Subnat;Meta;America;0,704;0,794;0,724;0,608;71,61;12,095082;12,5;7,81;0,425772
COL;Colombia;1999;COLr117;Subnat;Narino;America;0,576;0,751;0,596;0,426;68,82;5,155834;9,81;4,61;1,097214
COL;Colombia;1999;COLr118;Subnat;Norte de Santander;America;0,651;0,812;0,692;0,492;72,77;9,777125;10,91;5,67;1,415935
COL;Colombia;1999;COLr119;Subnat;Quindio;America;0,682;0,811;0,695;0,564;72,71;9,947674;11,51;7,32;0,441815
COL;Colombia;1999;COLr120;Subnat;Risaralda;America;0,699;0,817;0,722;0,578;73,08;11,874335;11,54;7,72;0,592306
COL;Colombia;1999;COLr121;Subnat;Santander;America;0,64;0,809;0,651;0,498;72,57;7,444395;11,03;5,75;2,239873
COL;Colombia;1999;COLr122;Subnat;Sucre;America;0,632;0,814;0,611;0,508;72,89;5,715751;12,35;4,95;0,621038
COL;Colombia;1999;COLr123;Subnat;Tolima;America;0,603;0,784;0,616;0,455;70,97;5,894594;10,24;5,11;1,522933
COL;Colombia;1999;COLr124;Subnat;Valle (incl Cali);America;0,675;0,815;0,691;0,547;72,99;9,714489;11,37;6,93;3,703169
COL;Colombia;1999;COLr125;Subnat;Arauca;America;0,683;0,825;0,675;0,572;73,63;8,699455;11,82;7,32;0,142911
COL;Colombia;1999;COLr126;Subnat;Casanare;America;0,714;0,857;0,684;0,622;75,71;9,237059;13,05;7,77;0,145044
COL;Colombia;1999;COLr127;Subnat;Putumayo;America;0,693;0,849;0,666;0,588;75,17;8,228502;11,77;7,82;0,116888
COL;Colombia;1999;COLr128;Subnat;San Andres;America;0,723;0,854;0,686;0,646;75,51;9,39134;12,47;8,98;0,078068
COL;Colombia;1999;COLr129;Subnat;Amazonas;America;0,703;0,825;0,655;0,643;73,64;7,647579;12,64;8,75;0,029435
COL;Colombia;1999;COLr130;Subnat;Guainja;America;0,664;0,828;0,598;0,592;73,84;5,247303;12,27;7,52;0,006826
COL;Colombia;1999;COLr131;Subnat;Guaviare;America;0,646;0,83;0,604;0,537;73,94;5,449267;11,51;6,53;0,031568
COL;Colombia;1999;COLr132;Subnat;Vaupis;America;0,679;0,826;0,595;0,638;73,7;5,149146;13,08;8,25;0,006826
COL;Colombia;1999;COLr133;Subnat;Vichada;America;0,664;0,812;0,621;0,581;72,81;6,100987;12,08;7,36;0,014931
COL;Colombia;1999;COLt;National;Total;America;0,658;0,81;0,666;0,529;72,62;8,19346;11,34;6,42;38,999471
COL;Colombia;2000;COLr101;Subnat;Antioquia (incl Medellin);America;0,675;0,841;0,706;0,517;74,65;10,718666;10,88;6,44;5,129703
COL;Colombia;2000;COLr102;Subnat;Atlantico (incl Barranquilla);America;0,686;0,833;0,666;0,583;74,14;8,201945;12,04;7,47;2,787968
COL;Colombia;2000;COLr103;Subnat;Bogota D.C.;America;0,723;0,837;0,708;0,639;74,4;10,821858;12,7;8,58;5,425739
COL;Colombia;2000;COLr104;Subnat;Bolivar (Sur and Norte);America;0,66;0,796;0,628;0,575;71,73;6,391234;12,41;6,9;1,237644
COL;Colombia;2000;COLr105;Subnat;Boyaca;America;0,618;0,796;0,641;0,463;71,72;6,948431;10,31;5,31;1,736189
COL;Colombia;2000;COLr106;Subnat;Caldas;America;0,679;0,809;0,688;0,563;72,59;9,504116;13,03;6,03;1,205147
COL;Colombia;2000;COLr107;Subnat;Caqueta;America;0,605;0,792;0,594;0,47;71,51;5,09971;10,55;5,32;0,437992
COL;Colombia;2000;COLr108;Subnat;Cauca;America;0,595;0,806;0,586;0,447;72,41;4,834358;9,81;5,23;1,61611
COL;Colombia;2000;COLr109;Subnat;Cesar;America;0,646;0,795;0,636;0,532;71,7;6,758244;11,78;6,15;0,98639
COL;Colombia;2000;COLr110;Subnat;Cordoba;America;0,615;0,782;0,592;0,502;70,83;5,03819;11,72;5,3;1,971591
COL;Colombia;2000;COLr111;Subnat;Cundinamarca;America;0,62;0,816;0,651;0,448;73,06;7,42553;10,16;4,96;1,832886
COL;Colombia;2000;COLr112;Subnat;Choco;America;0,62;0,834;0,573;0,498;74,18;4,429094;11,85;5,06;0,341214
COL;Colombia;2000;COLr113;Subnat;Huila;America;0,651;0,821;0,664;0,505;73,35;8,094264;10,87;6,09;1,660496
COL;Colombia;2000;COLr114;Subnat;Guajira;America;0,6;0,796;0,551;0,493;71,71;3,829843;11,33;5,34;0,382825
COL;Colombia;2000;COLr115;Subnat;Magdalena;America;0,633;0,768;0,632;0,522;69,93;6,573263;11,03;6,46;1,071594
COL;Colombia;2000;COLr116;Subnat;Meta;America;0,704;0,779;0,726;0,617;70,61;12,208838;12,67;7,94;0,424437
COL;Colombia;2000;COLr117;Subnat;Narino;America;0,586;0,758;0,604;0,44;69,26;5,434166;10,1;4,77;1,111621
COL;Colombia;2000;COLr118;Subnat;Norte de Santander;America;0,657;0,829;0,693;0,493;73,86;9,803913;10,96;5,65;1,552702
COL;Colombia;2000;COLr119;Subnat;Quindio;America;0,685;0,83;0,693;0,56;73,95;9,849365;11,25;7,43;0,421267
COL;Colombia;2000;COLr120;Subnat;Risaralda;America;0,707;0,83;0,723;0,588;73,98;11,98107;11,48;8,07;0,616246
COL;Colombia;2000;COLr121;Subnat;Santander;America;0,644;0,807;0,653;0,506;72,47;7,549215;11,17;5,86;2,272382
COL;Colombia;2000;COLr122;Subnat;Sucre;America;0,649;0,824;0,629;0,528;73,58;6,450633;12,68;5,27;0,512019
COL;Colombia;2000;COLr123;Subnat;Tolima;America;0,604;0,786;0,616;0,455;71,08;5,91183;10,18;5,16;1,590351
COL;Colombia;2000;COLr124;Subnat;Valle (incl Cali);America;0,677;0,822;0,69;0,548;73,46;9,605131;11,37;6,97;3,741862
COL;Colombia;2000;COLr125;Subnat;Arauca;America;0,683;0,824;0,671;0,575;73,54;8,487922;11,89;7,35;0,14287
COL;Colombia;2000;COLr126;Subnat;Casanare;America;0,714;0,856;0,68;0,625;75,62;9,010988;13,13;7,8;0,145002
COL;Colombia;2000;COLr127;Subnat;Putumayo;America;0,692;0,847;0,662;0,591;75,08;8,029633;11,84;7,85;0,116855
COL;Colombia;2000;COLr128;Subnat;San Andres;America;0,723;0,853;0,682;0,649;75,42;9,161081;12,55;9,02;0,078045
COL;Colombia;2000;COLr129;Subnat;Amazonas;America;0,702;0,824;0,651;0,646;73,56;7,464234;12,72;8,79;0,029427
COL;Colombia;2000;COLr130;Subnat;Guainja;America;0,664;0,827;0,595;0,595;73,76;5,12674;12,35;7,55;0,006824
COL;Colombia;2000;COLr131;Subnat;Guaviare;America;0,645;0,828;0,6;0,54;73,85;5,323518;11,58;6,56;0,031559
COL;Colombia;2000;COLr132;Subnat;Vaupis;America;0,679;0,825;0,592;0,642;73,62;5,031096;13,17;8,29;0,006824
COL;Colombia;2000;COLr133;Subnat;Vichada;America;0,664;0,811;0,617;0,584;72,72;5,958371;12,16;7,39;0,014927
COL;Colombia;2000;COLt;National;Total;America;0,662;0,815;0,667;0,534;72,95;8,253594;11,42;6,5;39,629968
COL;Colombia;2001;COLr101;Subnat;Antioquia (incl Medellin);America;0,675;0,843;0,7;0,522;74,79;10,29959;11,04;6,45;5,199296
COL;Colombia;2001;COLr102;Subnat;Atlantico (incl Barranquilla);America;0,689;0,836;0,667;0,587;74,36;8,258566;12,16;7,49;2,676598
COL;Colombia;2001;COLr103;Subnat;Bogota D.C.;America;0,724;0,839;0,708;0,64;74,51;10,8758;12,79;8,53;5,691433
COL;Colombia;2001;COLr104;Subnat;Bolivar (Sur and Norte);America;0,661;0,805;0,629;0,57;72,31;6,441852;12,35;6,82;1,410214
COL;Colombia;2001;COLr105;Subnat;Boyaca;America;0,621;0,803;0,636;0,47;72,2;6,73776;10,56;5,29;1,659495
COL;Colombia;2001;COLr106;Subnat;Caldas;America;0,68;0,819;0,687;0,56;73,23;9,439102;12,82;6,13;1,186974
COL;Colombia;2001;COLr107;Subnat;Caqueta;America;0,604;0,794;0,595;0,467;71,6;5,143119;10,52;5,24;0,438236
COL;Colombia;2001;COLr108;Subnat;Cauca;America;0,599;0,802;0,589;0,455;72,15;4,927357;10,05;5,27;1,552028
COL;Colombia;2001;COLr109;Subnat;Cesar;America;0,642;0,8;0,632;0,524;71,99;6,55923;11,69;5,99;0,987804
COL;Colombia;2001;COLr110;Subnat;Cordoba;America;0,618;0,79;0,591;0,506;71,32;5,012827;11,8;5,35;1,843228
COL;Colombia;2001;COLr111;Subnat;Cundinamarca;America;0,627;0,822;0,651;0,461;73,45;7,431681;10,48;5,09;1,909887
COL;Colombia;2001;COLr112;Subnat;Choco;America;0,622;0,825;0,576;0,507;73,64;4,52317;11,91;5,27;0,352407
COL;Colombia;2001;COLr113;Subnat;Huila;America;0,648;0,821;0,663;0,501;73,37;8,057308;10,84;6;1,517746
COL;Colombia;2001;COLr114;Subnat;Guajira;America;0,606;0,796;0,559;0,499;71,75;4,05256;11,26;5,58;0,405088
COL;Colombia;2001;COLr115;Subnat;Magdalena;America;0,634;0,778;0,629;0,521;70,57;6,43887;11,14;6,36;1,122403
COL;Colombia;2001;COLr116;Subnat;Meta;America;0,695;0,791;0,712;0,595;71,43;11,163693;12,4;7,53;0,485078
COL;Colombia;2001;COLr117;Subnat;Narino;America;0,598;0,769;0,611;0,455;69,99;5,712366;10,41;4,96;1,225874
COL;Colombia;2001;COLr118;Subnat;Norte de Santander;America;0,655;0,83;0,685;0,494;73,94;9,32307;10,99;5,66;1,523633
COL;Colombia;2001;COLr119;Subnat;Quindio;America;0,688;0,838;0,694;0,561;74,48;9,874648;11,48;7,27;0,452841
COL;Colombia;2001;COLr120;Subnat;Risaralda;America;0,701;0,836;0,716;0,575;74,33;11,469823;11,5;7,67;0,686745
COL;Colombia;2001;COLr121;Subnat;Santander;America;0,648;0,818;0,657;0,507;73,19;7,722324;11,21;5,86;2,2144
COL;Colombia;2001;COLr122;Subnat;Sucre;America;0,651;0,826;0,628;0,533;73,68;6,401501;12,67;5,42;0,573873
COL;Colombia;2001;COLr123;Subnat;Tolima;America;0,611;0,796;0,623;0,461;71,73;6,177299;10,27;5,26;1,525008
COL;Colombia;2001;COLr124;Subnat;Valle (incl Cali);America;0,68;0,826;0,692;0,549;73,69;9,73586;11,42;6,96;3,850723
COL;Colombia;2001;COLr125;Subnat;Arauca;America;0,682;0,825;0,672;0,571;73,63;8,564502;11,86;7,25;0,14295
COL;Colombia;2001;COLr126;Subnat;Casanare;America;0,713;0,857;0,681;0,62;75,71;9,092826;13,09;7,69;0,145083
COL;Colombia;2001;COLr127;Subnat;Putumayo;America;0,691;0,849;0,664;0,586;75,18;8,101631;11,81;7,74;0,11692
COL;Colombia;2001;COLr128;Subnat;San Andres;America;0,722;0,854;0,684;0,644;75,52;9,244434;12,51;8,89;0,078089
COL;Colombia;2001;COLr129;Subnat;Amazonas;America;0,702;0,825;0,653;0,641;73,65;7,530616;12,68;8,66;0,029443
COL;Colombia;2001;COLr130;Subnat;Guainja;America;0,663;0,828;0,596;0,59;73,85;5,170406;12,31;7,44;0,006827
COL;Colombia;2001;COLr131;Subnat;Guaviare;America;0,645;0,83;0,602;0,537;73,94;5,36906;11,55;6,47;0,031577
COL;Colombia;2001;COLr132;Subnat;Vaupis;America;0,678;0,826;0,593;0,637;73,71;5,073852;13,13;8,17;0,006827
COL;Colombia;2001;COLr133;Subnat;Vichada;America;0,663;0,812;0,619;0,58;72,81;6,010017;12,12;7,29;0,014935
COL;Colombia;2001;COLt;National;Total;America;0,664;0,819;0,666;0,537;73,24;8,23947;11,52;6,51;40,255967
COL;Colombia;2002;COLr101;Subnat;Antioquia (incl Medellin);America;0,676;0,845;0,695;0,526;74,92;9,988324;11,2;6,46;5,268026
COL;Colombia;2002;COLr102;Subnat;Atlantico (incl Barranquilla);America;0,692;0,839;0,669;0,591;74,56;8,391704;12,27;7,51;2,564644
COL;Colombia;2002;COLr103;Subnat;Bogota D.C.;America;0,726;0,84;0,71;0,641;74,59;11,03307;12,87;8,49;5,956359
COL;Colombia;2002;COLr104;Subnat;Bolivar (Sur and Norte);America;0,663;0,813;0,632;0,566;72,87;6,55069;12,3;6,74;1,582694
COL;Colombia;2002;COLr105;Subnat;Boyaca;America;0,625;0,81;0,633;0,476;72,65;6,591191;10,81;5,28;1,582433
COL;Colombia;2002;COLr106;Subnat;Caldas;America;0,682;0,829;0,687;0,558;73,86;9,461237;12,62;6,23;1,168572
COL;Colombia;2002;COLr107;Subnat;Caqueta;America;0,604;0,795;0,598;0,464;71,67;5,231907;10,49;5,17;0,438403
COL;Colombia;2002;COLr108;Subnat;Cauca;America;0,603;0,798;0,593;0,463;71,86;5,065667;10,29;5,31;1,487609
COL;Colombia;2002;COLr109;Subnat;Cesar;America;0,639;0,804;0,629;0,517;72,27;6,422155;11,61;5,84;0,989043
COL;Colombia;2002;COLr110;Subnat;Cordoba;America;0,622;0,797;0,592;0,51;71,8;5,030538;11,88;5,41;1,714416
COL;Colombia;2002;COLr111;Subnat;Cundinamarca;America;0,635;0,828;0,652;0,474;73,83;7,504994;10,8;5,22;1,986618
COL;Colombia;2002;COLr112;Subnat;Choco;America;0,625;0,817;0,58;0,515;73,08;4,6589;11,96;5,48;0,363548
COL;Colombia;2002;COLr113;Subnat;Huila;America;0,647;0,821;0,664;0,497;73,36;8,093465;10,81;5,91;1,374591
COL;Colombia;2002;COLr114;Subnat;Guajira;America;0,612;0,796;0,569;0,505;71,77;4,325024;11,18;5,82;0,427299
COL;Colombia;2002;COLr115;Subnat;Magdalena;America;0,637;0,788;0,627;0,522;71,19;6,362842;11,26;6,27;1,173058
COL;Colombia;2002;COLr116;Subnat;Meta;America;0,686;0,804;0,7;0,574;72,24;10,301623;12,13;7,12;0,54569
COL;Colombia;2002;COLr117;Subnat;Narino;America;0,61;0,78;0,62;0,469;70,71;6,05831;10,72;5,14;1,340015
COL;Colombia;2002;COLr118;Subnat;Norte de Santander;America;0,654;0,831;0,679;0,495;74,01;8,946534;11,03;5,67;1,494265
COL;Colombia;2002;COLr119;Subnat;Quindio;America;0,692;0,846;0,696;0,562;74,99;9,992297;11,7;7,1;0,484364
COL;Colombia;2002;COLr120;Subnat;Risaralda;America;0,695;0,841;0,711;0,562;74,66;11,082905;11,52;7,27;0,757186
COL;Colombia;2002;COLr121;Subnat;Santander;America;0,653;0,829;0,661;0,508;73,89;7,971556;11,25;5,87;2,155967
COL;Colombia;2002;COLr122;Subnat;Sucre;America;0,654;0,827;0,628;0,538;73,75;6,408974;12,66;5,58;0,635683
COL;Colombia;2002;COLr123;Subnat;Tolima;America;0,619;0,806;0,631;0,466;72,36;6,512595;10,35;5,36;1,459332
COL;Colombia;2002;COLr124;Subnat;Valle (incl Cali);America;0,682;0,829;0,695;0,55;73,9;9,96056;11,47;6,95;3,958999
COL;Colombia;2002;COLr125;Subnat;Arauca;America;0,681;0,826;0,675;0,566;73,71;8,721258;11,82;7,14;0,143004
COL;Colombia;2002;COLr126;Subnat;Casanare;America;0,712;0,858;0,684;0,615;75,79;9,260363;13,05;7,58;0,145138
COL;Colombia;2002;COLr127;Subnat;Putumayo;America;0,691;0,85;0,667;0,581;75,26;8,248998;11,77;7,63;0,116964
COL;Colombia;2002;COLr128;Subnat;San Andres;America;0,721;0,855;0,687;0,638;75,59;9,415076;12,47;8,76;0,078119
COL;Colombia;2002;COLr129;Subnat;Amazonas;America;0,701;0,826;0,655;0,636;73,72;7,666474;12,64;8,54;0,029455
COL;Colombia;2002;COLr130;Subnat;Guainja;America;0,663;0,83;0,599;0,586;73,93;5,259721;12,27;7,34;0,00683
COL;Colombia;2002;COLr131;Subnat;Guaviare;America;0,644;0,831;0,604;0,532;74,02;5,462219;11,51;6,37;0,031589
COL;Colombia;2002;COLr132;Subnat;Vaupis;America;0,678;0,827;0,596;0,632;73,78;5,161304;13,09;8,05;0,00683
COL;Colombia;2002;COLr133;Subnat;Vichada;America;0,662;0,814;0,621;0,575;72,88;6,115679;12,09;7,18;0,014941
COL;Colombia;2002;COLt;National;Total;America;0,667;0,823;0,667;0,54;73,52;8,300436;11,61;6,53;40,87536
COL;Colombia;2003;COLr101;Subnat;Antioquia (incl Medellin);America;0,673;0,846;0,692;0,521;75,02;9,775958;10,99;6,46;5,335347
COL;Colombia;2003;COLr102;Subnat;Atlantico (incl Barranquilla);America;0,692;0,842;0,673;0,584;74,74;8,606269;11,99;7,52;2,451935
COL;Colombia;2003;COLr103;Subnat;Bogota D.C.;America;0,723;0,841;0,714;0,63;74,65;11,299724;12,55;8,45;6,219784
COL;Colombia;2003;COLr104;Subnat;Bolivar (Sur and Norte);America;0,66;0,822;0,636;0,551;73,42;6,721636;11,86;6,66;1,754824
COL;Colombia;2003;COLr105;Subnat;Boyaca;America;0,625;0,817;0,631;0,473;73,09;6,504919;10,7;5,27;1,504901
COL;Colombia;2003;COLr106;Subnat;Caldas;America;0,68;0,838;0,689;0,545;74,46;9,572105;12,02;6,33;1,149842
COL;Colombia;2003;COLr107;Subnat;Caqueta;America;0,6;0,796;0,602;0,451;71,72;5,369166;10,12;5,09;0,438449
COL;Colombia;2003;COLr108;Subnat;Cauca;America;0,602;0,793;0,598;0,461;71,56;5,253896;10,19;5,35;1,422751
COL;Colombia;2003;COLr109;Subnat;Cesar;America;0,632;0,808;0,627;0,499;72,54;6,3435;11,15;5,69;0,990012
COL;Colombia;2003;COLr110;Subnat;Cordoba;America;0,622;0,804;0,594;0,504;72,27;5,092282;11,58;5,47;1,585072
COL;Colombia;2003;COLr111;Subnat;Cundinamarca;America;0,639;0,834;0,655;0,477;74,2;7,64839;10,77;5,34;2,062843
COL;Colombia;2003;COLr112;Subnat;Choco;America;0,624;0,808;0,586;0,513;72,5;4,840757;11,64;5,69;0,374595
COL;Colombia;2003;COLr113;Subnat;Huila;America;0,642;0,821;0,666;0,484;73,34;8,204595;10,44;5,83;1,23099
COL;Colombia;2003;COLr114;Subnat;Guajira;America;0,614;0,796;0,58;0,501;71,77;4,656738;10,75;6,06;0,449403
COL;Colombia;2003;COLr115;Subnat;Magdalena;America;0,635;0,797;0,627;0,512;71,79;6,3435;11,01;6,18;1,223417
COL;Colombia;2003;COLr116;Subnat;Meta;America;0,673;0,816;0,689;0,543;73,03;9,591851;11,49;6,72;0,606181
COL;Colombia;2003;COLr117;Subnat;Narino;America;0,618;0,791;0,63;0,474;71,41;6,484196;10,67;5,32;1,453844
COL;Colombia;2003;COLr118;Subnat;Norte de Santander;America;0,649;0,832;0,674;0,487;74,05;8,663095;10,72;5,69;1,464474
COL;Colombia;2003;COLr119;Subnat;Quindio;America;0,691;0,854;0,699;0,552;75,48;10,206955;11,54;6,95;0,51577
COL;Colombia;2003;COLr120;Subnat;Risaralda;America;0,686;0,846;0,707;0,54;74,97;10,808923;11,18;6,88;0,827455
COL;Colombia;2003;COLr121;Subnat;Santander;America;0,655;0,84;0,668;0,5;74,58;8,305567;10,93;5,88;2,096916
COL;Colombia;2003;COLr122;Subnat;Sucre;America;0,652;0,828;0,63;0,531;73,81;6,473859;12,25;5,73;0,697348
COL;Colombia;2003;COLr123;Subnat;Tolima;America;0,623;0,815;0,64;0,463;72,98;6,929431;10,1;5,46;1,393225
COL;Colombia;2003;COLr124;Subnat;Valle (incl Cali);America;0,68;0,832;0,7;0,541;74,09;10,287335;11,16;6,94;4,066244
COL;Colombia;2003;COLr125;Subnat;Arauca;America;0,677;0,827;0,679;0,552;73,76;8,963902;11,41;7,04;0,143019
COL;Colombia;2003;COLr126;Subnat;Casanare;America;0,707;0,859;0,688;0,599;75,85;9,519733;12,6;7,48;0,145154
COL;Colombia;2003;COLr127;Subnat;Putumayo;America;0,686;0,851;0,671;0,566;75,31;8,477075;11,36;7,52;0,116977
COL;Colombia;2003;COLr128;Subnat;San Andres;America;0,717;0,856;0,691;0,622;75,65;9,679265;12,04;8,64;0,078127
COL;Colombia;2003;COLr129;Subnat;Amazonas;America;0,697;0,827;0,66;0,62;73,78;7,8767;12,2;8,42;0,029458
COL;Colombia;2003;COLr130;Subnat;Guainja;America;0,658;0,83;0,602;0,571;73,98;5,397796;11,85;7,24;0,006831
COL;Colombia;2003;COLr131;Subnat;Guaviare;America;0,64;0,832;0,608;0,518;74,07;5,606251;11,11;6,28;0,031592
COL;Colombia;2003;COLr132;Subnat;Vaupis;America;0,674;0,828;0,6;0,616;73,84;5,296493;12,63;7,94;0,006831
COL;Colombia;2003;COLr133;Subnat;Vichada;America;0,658;0,814;0,625;0,56;72,94;6,279086;11,67;7,08;0,014942
COL;Colombia;2003;COLt;National;Total;America;0,666;0,827;0,67;0,533;73,78;8,439139;11,33;6,54;41,483869
COL;Colombia;2004;COLr101;Subnat;Antioquia (incl Medellin);America;0,686;0,848;0,692;0,549;75,12;9,764505;12;6,47;5,400559
COL;Colombia;2004;COLr102;Subnat;Atlantico (incl Barranquilla);America;0,706;0,845;0,68;0,613;74,92;9,008429;13,03;7,54;2,338282
COL;Colombia;2004;COLr103;Subnat;Bogota D.C.;America;0,736;0,842;0,721;0,658;74,71;11,818642;13,6;8,41;6,480715
COL;Colombia;2004;COLr104;Subnat;Bolivar (Sur and Norte);America;0,674;0,83;0,643;0,573;73,95;7,035496;12,72;6,58;1,926233
COL;Colombia;2004;COLr105;Subnat;Boyaca;America;0,64;0,823;0,632;0,503;73,52;6,546052;11,78;5,26;1,426791
COL;Colombia;2004;COLr106;Subnat;Caldas;America;0,694;0,847;0,694;0,568;75,06;9,885312;12,73;6,42;1,130662
